id,subzone,planning_area,region,latitude,longitude,original_type,rank,venue_name,venue_address,venue_id,avg_weekday_footfall,avg_weekend_footfall,created_at,updated_at,venue_type
3823,TAMPINES WEST,TAMPINES,EAST REGION,1.353439,103.9405579,catering.restaurant,null,Pizza Hut,"Pizza Hut, 51 Tampines Avenue 4, Singapore 529684, Singapore",null,null,null,2025-04-12 16:26:10.710022,2025-04-12 16:26:10.710022,RESTAURANT
5129,ANCHORVALE,SENGKANG,NORTH-EAST REGION,1.3953136,103.8929279,catering.fast_food,null,Mr Bean,"Mr Bean, 110 Sengkang East Way, Singapore 544866, Singapore",null,null,null,2025-04-12 16:27:24.921119,2025-04-12 16:27:24.921119,RESTAURANT
5133,SENGKANG TOWN CENTRE,SENGKANG,NORTH-EAST REGION,1.3921661,103.8949259,catering.fast_food,null,Krispy Kreme,"Krispy Kreme, 1 Sengkang Square, Singapore 545078, Singapore",null,null,null,2025-04-12 16:27:25.066178,2025-04-12 16:27:25.066178,RESTAURANT
5134,SENGKANG TOWN CENTRE,SENGKANG,NORTH-EAST REGION,1.3922651,103.8950179,catering.fast_food,null,PastaGo,"PastaGo, 1 Sengkang Square, Singapore 545078, Singapore",null,null,null,2025-04-12 16:27:25.099624,2025-04-12 16:27:25.099624,RESTAURANT
5136,SENGKANG TOWN CENTRE,SENGKANG,NORTH-EAST REGION,1.3922723,103.8952509,catering.fast_food,null,Tip Top,"Tip Top, 1 Sengkang Square, Singapore 545078, Singapore",null,null,null,2025-04-12 16:27:25.166577,2025-04-12 16:27:25.166577,RESTAURANT
5137,SENGKANG TOWN CENTRE,SENGKANG,NORTH-EAST REGION,1.392254,103.894966,catering.fast_food,null,Shihlin Taiwan Street Snacks,"Shihlin Taiwan Street Snacks, 1 Sengkang Square, Singapore 545078, Singapore",null,null,null,2025-04-12 16:27:25.196983,2025-04-12 16:27:25.196983,RESTAURANT
5138,SENGKANG TOWN CENTRE,SENGKANG,NORTH-EAST REGION,1.3922637,103.8952956,catering.fast_food,null,CocoCane,"CocoCane, 1 Sengkang Square, Singapore 545078, Singapore",null,null,null,2025-04-12 16:27:25.230266,2025-04-12 16:27:25.230266,RESTAURANT
5095,TAMPINES EAST,TAMPINES,EAST REGION,1.3492927,103.9477703,catering.fast_food,null,McDonald's,"McDonald's, Tampines Avenue 2, Singapore 521107, Singapore",null,null,null,2025-04-12 16:27:23.705702,2025-04-12 16:27:23.705702,RESTAURANT
5758,ANCHORVALE,SENGKANG,NORTH-EAST REGION,1.3950089,103.8928749,catering.cafe,null,Kaffe & Toast,"Kaffe & Toast, 110 Sengkang East Way, Singapore 544866, Singapore",null,null,null,2025-04-12 16:28:01.492514,2025-04-12 16:28:01.492514,CAFE
5762,SENGKANG TOWN CENTRE,SENGKANG,NORTH-EAST REGION,1.3919053,103.8951854,catering.cafe,null,The Coffee Bean & Tea Leaf,"The Coffee Bean & Tea Leaf, 1 Sengkang Square, Singapore 545078, Singapore",null,null,null,2025-04-12 16:28:01.645943,2025-04-12 16:28:01.645943,CAFE
5763,SENGKANG TOWN CENTRE,SENGKANG,NORTH-EAST REGION,1.3917508,103.8948334,catering.cafe,null,Gong Cha,"Gong Cha, 1 Sengkang Square, Singapore 545078, Singapore",null,null,null,2025-04-12 16:28:01.693507,2025-04-12 16:28:01.693507,CAFE
5764,SENGKANG TOWN CENTRE,SENGKANG,NORTH-EAST REGION,1.392315,103.8952611,catering.cafe,null,LiHO,"LiHO, 1 Sengkang Square, Singapore 545078, Singapore",null,null,null,2025-04-12 16:28:01.733938,2025-04-12 16:28:01.733938,CAFE
5765,SENGKANG TOWN CENTRE,SENGKANG,NORTH-EAST REGION,1.3920266,103.8952649,catering.cafe,null,KOI Thé,"KOI Thé, Sengkang Bus Interchange, Singapore 545077, Singapore",null,null,null,2025-04-12 16:28:01.774219,2025-04-12 16:28:01.774219,CAFE
5740,PLAB,PAYA LEBAR,NORTH-EAST REGION,1.34458905,103.899627399118,catering.cafe,null,Club 56,"Club 56, Airport Road, Singapore 533844, Singapore",null,null,null,2025-04-12 16:28:00.763389,2025-04-12 16:28:00.763389,CAFE
5722,HOUGANG CENTRAL,HOUGANG,NORTH-EAST REGION,1.3723972,103.8938773,catering.cafe,null,Starbucks,"Starbucks, 90 Hougang Avenue 10, Singapore 538766, Singapore",null,null,null,2025-04-12 16:28:00.088411,2025-04-12 16:28:00.088411,CAFE
6516,RIVERVALE,SENGKANG,NORTH-EAST REGION,1.38173725,103.898739511264,education.school,null,North Vista Secondary School,"North Vista Secondary School, 11 Rivervale Link, Singapore 545081, Singapore",null,null,null,2025-04-12 16:28:49.719144,2025-04-12 16:28:49.719144,SCHOOL
6520,ANCHORVALE,SENGKANG,NORTH-EAST REGION,1.3903798,103.887353793371,education.school,null,Anchor Green Primary School,"Anchor Green Primary School, 31 Anchorvale Drive, Singapore 544969, Singapore",null,null,null,2025-04-12 16:28:49.857315,2025-04-12 16:28:49.857315,SCHOOL
6523,SENGKANG TOWN CENTRE,SENGKANG,NORTH-EAST REGION,1.3894052,103.899326230346,education.school,null,Seng Kang Primary School,"Seng Kang Primary School, 21 Compassvale Walk, Singapore 545166, Singapore",null,null,null,2025-04-12 16:28:49.9462,2025-04-12 16:28:49.9462,SCHOOL
6524,RIVERVALE,SENGKANG,NORTH-EAST REGION,1.3876014,103.903789223705,education.school,null,North Spring Primary School,"North Spring Primary School, 1 Rivervale Street, Singapore 545088, Singapore",null,null,null,2025-04-12 16:28:49.985125,2025-04-12 16:28:49.985125,SCHOOL
6528,ANCHORVALE,SENGKANG,NORTH-EAST REGION,1.39500145,103.889775875903,education.school,null,Springdale Primary School,"Springdale Primary School, 71 Anchorvale Link, Singapore 544799, Singapore",null,null,null,2025-04-12 16:28:50.108111,2025-04-12 16:28:50.108111,SCHOOL
6536,COMPASSVALE,SENGKANG,NORTH-EAST REGION,1.3828948,103.895977069554,education.school,null,North Vista Primary School,"North Vista Primary School, 20 Compassvale Link, Singapore 544974, Singapore",null,null,null,2025-04-12 16:28:50.329989,2025-04-12 16:28:50.329989,SCHOOL
6537,COMPASSVALE,SENGKANG,NORTH-EAST REGION,1.3840612,103.891212177051,education.school,null,Palm View Primary School,"Palm View Primary School, 150 Compassvale Bow, Singapore 544822, Singapore",null,null,null,2025-04-12 16:28:50.362501,2025-04-12 16:28:50.362501,SCHOOL
6513,WATERWAY EAST,PUNGGOL,NORTH-EAST REGION,1.40239815,103.909146782783,education.school,null,Punggol Secondary School,"Punggol Secondary School, 51 Edgefield Plains, Singapore 828870, Singapore",null,null,null,2025-04-12 16:28:49.629918,2025-04-12 16:28:49.629918,SCHOOL
7327,LORONG AH SOO,HOUGANG,NORTH-EAST REGION,1.3578976,103.8835025,healthcare.clinic_or_praxis,null,Eastern Hougang Eye Specialist,"Eastern Hougang Eye Specialist, 201 Hougang Street 21, Singapore 530202, Singapore",null,null,null,2025-04-12 16:30:59.079588,2025-04-12 16:30:59.079588,DOCTOR
7394,SENGKANG TOWN CENTRE,SENGKANG,NORTH-EAST REGION,1.3898718,103.8985765,healthcare.clinic_or_praxis,null,Kidslink Children's Clinic,"Kidslink Children's Clinic, Compassvale Walk, Singapore 540229, Singapore",null,null,null,2025-04-12 16:31:01.121012,2025-04-12 16:31:01.121012,DOCTOR
7361,TAMPINES EAST,TAMPINES,EAST REGION,1.3591034,103.9551593,healthcare.clinic_or_praxis,null,AcuHealth TCM Medical Centre,"AcuHealth TCM Medical Centre, 462 Tampines Street 44, Singapore 520462, Singapore",null,null,null,2025-04-12 16:31:00.094995,2025-04-12 16:31:00.094995,DOCTOR
987,EAST COAST,MARINE PARADE,CENTRAL REGION,1.2995515,103.9067337,commercial.outdoor_and_sport,null,ERNSports,"ERNSports, 920 East Coast Parkway, Singapore 449875, Singapore",null,null,null,2025-04-12 16:18:32.000091,2025-04-12 16:18:32.000091,SPORTS_COMPLEX
988,FRANKEL,BEDOK,EAST REGION,1.3158062,103.9262223,commercial.outdoor_and_sport,null,T3 Bicycle Gears,"T3 Bicycle Gears, 1K Figaro Street, Singapore 458322, Singapore",null,null,null,2025-04-12 16:18:32.044985,2025-04-12 16:18:32.044985,SPORTS_COMPLEX
989,CHANGI POINT,CHANGI,EAST REGION,1.3889914,103.9778381,commercial.outdoor_and_sport,null,Rythm & Ride,"Rythm & Ride, 200 Loyang Park Connector, Singapore 508529, Singapore",null,null,null,2025-04-12 16:18:32.076601,2025-04-12 16:18:32.076601,SPORTS_COMPLEX
990,JOO SENG,TOA PAYOH,CENTRAL REGION,1.3352916,103.8874042,commercial.outdoor_and_sport,null,PassionGadgets,"PassionGadgets, 02-07 Harper Road, Singapore 369674, Singapore",null,null,null,2025-04-12 16:18:32.106248,2025-04-12 16:18:32.106248,SPORTS_COMPLEX
991,KALLANG WAY,GEYLANG,CENTRAL REGION,1.3284074,103.8723731,commercial.outdoor_and_sport,null,Unspokin,"Unspokin, 3 Lorong Bakar Batu, Singapore 348741, Singapore",null,null,null,2025-04-12 16:18:32.131932,2025-04-12 16:18:32.131932,SPORTS_COMPLEX
992,KAMPONG UBI,GEYLANG,CENTRAL REGION,1.3317104,103.8952383,commercial.outdoor_and_sport,null,Scuba Warehouse,"Scuba Warehouse, 52 Ubi Avenue 3, Singapore 408866, Singapore",null,null,null,2025-04-12 16:18:32.160627,2025-04-12 16:18:32.160627,SPORTS_COMPLEX
993,FRANKEL,BEDOK,EAST REGION,1.3151628,103.9191479,commercial.outdoor_and_sport,null,Cannondale,"Cannondale, 83 Frankel Avenue, Singapore 458223, Singapore",null,null,null,2025-04-12 16:18:32.194458,2025-04-12 16:18:32.194458,SPORTS_COMPLEX
994,FRANKEL,BEDOK,EAST REGION,1.313745,103.9319059,commercial.outdoor_and_sport,null,Rodalink,"Rodalink, 166B Upper East Coast Road, Singapore 456441, Singapore",null,null,null,2025-04-12 16:18:32.234757,2025-04-12 16:18:32.234757,SPORTS_COMPLEX
995,KEMBANGAN,BEDOK,EAST REGION,1.3229905,103.9221843,commercial.outdoor_and_sport,null,"Decathlon, Singapore","Decathlon, Singapore, 750A Chai Chee Road, Singapore 469001, Singapore",null,null,null,2025-04-12 16:18:32.261269,2025-04-12 16:18:32.261269,SPORTS_COMPLEX
997,BEDOK NORTH,BEDOK,EAST REGION,1.3337518,103.9282671,commercial.outdoor_and_sport,null,Ong Heng Bee Company,"Ong Heng Bee Company, 527 Bedok North Street 3, Singapore 460527, Singapore",null,null,null,2025-04-12 16:18:32.328527,2025-04-12 16:18:32.328527,SPORTS_COMPLEX
998,BOON KENG,KALLANG,CENTRAL REGION,1.3143789,103.8712786,commercial.outdoor_and_sport,null,Ban Soon Bicycle Shop,"Ban Soon Bicycle Shop, 11 Upper Boon Keng Road, Singapore 380011, Singapore",null,null,null,2025-04-12 16:18:32.359308,2025-04-12 16:18:32.359308,SPORTS_COMPLEX
999,FRANKEL,BEDOK,EAST REGION,1.3162588,103.9200916,commercial.outdoor_and_sport,null,Coastcycles,"Coastcycles, 54 Siglap Drive, Singapore 456176, Singapore",null,null,null,2025-04-12 16:18:32.389908,2025-04-12 16:18:32.389908,SPORTS_COMPLEX
1000,KEMBANGAN,BEDOK,EAST REGION,1.3273082,103.9182604,commercial.outdoor_and_sport,null,Wheels on High,"Wheels on High, 28 Senang Crescent, Singapore 416601, Singapore",null,null,null,2025-04-12 16:18:32.421529,2025-04-12 16:18:32.421529,SPORTS_COMPLEX
1001,KAMPONG UBI,GEYLANG,CENTRAL REGION,1.3328675,103.8933738,commercial.outdoor_and_sport,null,Tay Junction,"Tay Junction, 33 Ubi Avenue 3, Singapore 408868, Singapore",null,null,null,2025-04-12 16:18:32.448676,2025-04-12 16:18:32.448676,SPORTS_COMPLEX
1002,KAMPONG UBI,GEYLANG,CENTRAL REGION,1.3318216,103.8968826,commercial.outdoor_and_sport,null,Climb Asia,"Climb Asia, 1 Ubi View, Singapore 408555, Singapore",null,null,null,2025-04-12 16:18:32.476717,2025-04-12 16:18:32.476717,SPORTS_COMPLEX
1004,ALJUNIED,GEYLANG,CENTRAL REGION,1.3189732,103.891054,commercial.outdoor_and_sport,null,The Rebound Centre,"The Rebound Centre, 05-110 Paya Lebar Road, Singapore 389731, Singapore",null,null,null,2025-04-12 16:18:32.537543,2025-04-12 16:18:32.537543,SPORTS_COMPLEX
1005,ALJUNIED,GEYLANG,CENTRAL REGION,1.3176585,103.8775954,commercial.outdoor_and_sport,null,Makarios Venture Pte. Ltd.,"Makarios Venture Pte. Ltd., 601 Sims Drive, Singapore 387382, Singapore",null,null,null,2025-04-12 16:18:32.563548,2025-04-12 16:18:32.563548,SPORTS_COMPLEX
1006,TANJONG RHU,KALLANG,CENTRAL REGION,1.3043937,103.8823325,commercial.outdoor_and_sport,null,Decathlon,"Decathlon, 230 Stadium Boulevard, Singapore 397799, Singapore",null,null,null,2025-04-12 16:18:32.592165,2025-04-12 16:18:32.592165,SPORTS_COMPLEX
1007,KAMPONG UBI,GEYLANG,CENTRAL REGION,1.3254864,103.8964589,commercial.outdoor_and_sport,null,Soon Watt,"Soon Watt, 53 #03-08 Ubi Avenue 1, Singapore 408934, Singapore",null,null,null,2025-04-12 16:18:32.619296,2025-04-12 16:18:32.619296,SPORTS_COMPLEX
1008,ALJUNIED,GEYLANG,CENTRAL REGION,1.3142348,103.8788603,commercial.outdoor_and_sport,null,Bikemart SG,"Bikemart SG, 142 Sims Avenue, Singapore 387449, Singapore",null,null,null,2025-04-12 16:18:32.648726,2025-04-12 16:18:32.648726,SPORTS_COMPLEX
1009,KAMPONG UBI,GEYLANG,CENTRAL REGION,1.3308219,103.8921422,commercial.outdoor_and_sport,null,e Walker,"e Walker, 3005 Ubi Avenue 3, Singapore 408861, Singapore",null,null,null,2025-04-12 16:18:32.674584,2025-04-12 16:18:32.674584,SPORTS_COMPLEX
8114,RIVERVALE,SENGKANG,NORTH-EAST REGION,1.3855383,103.9023841,service.beauty,null,Xpress Massage,"Xpress Massage, 118 Rivervale Drive, Singapore 540118, Singapore",null,null,null,2025-04-12 16:33:08.582209,2025-04-12 16:33:08.582209,PERSONAL_CARE
8115,RIVERVALE,SENGKANG,NORTH-EAST REGION,1.3857305,103.9022329,service.beauty,null,Azel Jane Salon,"Azel Jane Salon, 118 Rivervale Drive, Singapore 540118, Singapore",null,null,null,2025-04-12 16:33:08.627298,2025-04-12 16:33:08.627298,PERSONAL_CARE
8116,RIVERVALE,SENGKANG,NORTH-EAST REGION,1.3855988,103.9022177,service.beauty,null,Barber Point,"Barber Point, 118 Rivervale Drive, Singapore 540118, Singapore",null,null,null,2025-04-12 16:33:08.66489,2025-04-12 16:33:08.66489,PERSONAL_CARE
8117,SENGKANG TOWN CENTRE,SENGKANG,NORTH-EAST REGION,1.385652,103.8973151,service.beauty,null,Le Sassoon,"Le Sassoon, 205A Compassvale Lane, Singapore 541205, Singapore",null,null,null,2025-04-12 16:33:08.697623,2025-04-12 16:33:08.697623,PERSONAL_CARE
1052,NEE SOON,YISHUN,NORTH REGION,1.4034901,103.8177452,commercial.vehicle,null,Hong Heng,"Hong Heng, Sembawang Road, Singapore 779391, Singapore",null,null,null,2025-04-12 16:18:35.490194,2025-04-12 16:18:35.490194,VEHICLE
1053,HOLLAND ROAD,BUKIT TIMAH,CENTRAL REGION,1.3330898,103.7904611,commercial.vehicle,null,Hyundai,"Hyundai, Bukit Timah Road, Singapore 276306, Singapore",null,null,null,2025-04-12 16:18:35.52532,2025-04-12 16:18:35.52532,VEHICLE
1076,BUKIT BATOK SOUTH,BUKIT BATOK,WEST REGION,1.3392095,103.7575569,commercial.vehicle,null,Hua Chin 2000,"Hua Chin 2000, 50 Bukit Batok Street 23, Singapore 659578, Singapore",null,null,null,2025-04-12 16:18:48.204987,2025-04-12 16:18:48.204987,VEHICLE
1077,TEBAN GARDENS,JURONG EAST,WEST REGION,1.3224265,103.7463524,commercial.vehicle,null,Republic Auto,"Republic Auto, 209 Pandan Gardens, Singapore 609339, Singapore",null,null,null,2025-04-12 16:18:48.243043,2025-04-12 16:18:48.243043,VEHICLE
1078,BUKIT BATOK SOUTH,BUKIT BATOK,WEST REGION,1.3392566,103.7574529,commercial.vehicle,null,Bridgestone,"Bridgestone, Bukit Batok Street 23, Singapore 658075, Singapore",null,null,null,2025-04-12 16:18:48.281907,2025-04-12 16:18:48.281907,VEHICLE
1079,BUKIT BATOK SOUTH,BUKIT BATOK,WEST REGION,1.3396983,103.7566538,commercial.vehicle,null,A1 motor Co.,"A1 motor Co., 50 Bukit Batok Street 23, Singapore 659578, Singapore",null,null,null,2025-04-12 16:18:48.329341,2025-04-12 16:18:48.329341,VEHICLE
1081,TOH TUCK,CLEMENTI,WEST REGION,1.3334006,103.7588872,commercial.vehicle,null,Yokohama,"Yokohama, 32 Old Toh Tuck Road, Singapore 597654, Singapore",null,null,null,2025-04-12 16:18:48.452102,2025-04-12 16:18:48.452102,VEHICLE
1083,CLEMENTI CENTRAL,CLEMENTI,WEST REGION,1.3082598,103.7617858,commercial.vehicle,null,Motor Point,"Motor Point, West Coast Road, Singapore 127373, Singapore",null,null,null,2025-04-12 16:18:48.529186,2025-04-12 16:18:48.529186,VEHICLE
1084,BUKIT BATOK SOUTH,BUKIT BATOK,WEST REGION,1.3395938,103.7595449,commercial.vehicle,null,Toyo Tires,"Toyo Tires, 1 Bukit Batok Crescent, Singapore 658064, Singapore",null,null,null,2025-04-12 16:18:48.565967,2025-04-12 16:18:48.565967,VEHICLE
1085,TOH TUCK,CLEMENTI,WEST REGION,1.3369967,103.7544745,commercial.vehicle,null,Excel Cycle Centre,"Excel Cycle Centre, 48 Toh Guan Road East, Singapore 608586, Singapore",null,null,null,2025-04-12 16:18:48.600959,2025-04-12 16:18:48.600959,VEHICLE
1101,KAMPONG UBI,GEYLANG,CENTRAL REGION,1.3355172,103.897604011595,commercial.vehicle,null,KAH Motor,"KAH Motor, 370 Ubi Road 3, Singapore 408805, Singapore",null,null,null,2025-04-12 16:18:54.415402,2025-04-12 16:18:54.415402,VEHICLE
1086,TOH TUCK,CLEMENTI,WEST REGION,1.3333726,103.7588654,commercial.vehicle,null,LK Performance Centre,"LK Performance Centre, 32 Old Toh Tuck Road, Singapore 597654, Singapore",null,null,null,2025-04-12 16:18:48.64098,2025-04-12 16:18:48.64098,VEHICLE
1087,BUKIT BATOK SOUTH,BUKIT BATOK,WEST REGION,1.3381733,103.7600286,commercial.vehicle,null,Pioneer Auto,"Pioneer Auto, Bukit Batok East Avenue 3, Singapore 658064, Singapore",null,null,null,2025-04-12 16:18:48.68475,2025-04-12 16:18:48.68475,VEHICLE
1088,BUKIT BATOK SOUTH,BUKIT BATOK,WEST REGION,1.3382464,103.7600251,commercial.vehicle,null,Zenith Automobile Pte Ltd,"Zenith Automobile Pte Ltd, Bukit Batok East Avenue 3, Singapore 658064, Singapore",null,null,null,2025-04-12 16:18:48.724876,2025-04-12 16:18:48.724876,VEHICLE
1089,BUKIT BATOK SOUTH,BUKIT BATOK,WEST REGION,1.3380848,103.7600324,commercial.vehicle,null,AMS Motors Pte Ltd,"AMS Motors Pte Ltd, Bukit Batok East Avenue 3, Singapore 658065, Singapore",null,null,null,2025-04-12 16:18:48.770066,2025-04-12 16:18:48.770066,VEHICLE
1090,TOH TUCK,CLEMENTI,WEST REGION,1.3374974,103.7546929,commercial.vehicle,null,Ming Chong Auto Parts Accessories Trading,"Ming Chong Auto Parts Accessories Trading, Toh Guan Road East, Singapore 608586, Singapore",null,null,null,2025-04-12 16:18:48.80806,2025-04-12 16:18:48.80806,VEHICLE
1091,TOH TUCK,CLEMENTI,WEST REGION,1.3374334,103.7548156,commercial.vehicle,null,Amici Enterprise,"Amici Enterprise, 21 Toh Guan Road East, Singapore 608586, Singapore",null,null,null,2025-04-12 16:18:48.841086,2025-04-12 16:18:48.841086,VEHICLE
1092,TOH TUCK,CLEMENTI,WEST REGION,1.3375234,103.7535069,commercial.vehicle,null,Soon Huat Tyres,"Soon Huat Tyres, 48 Toh Guan Road East, Singapore 608586, Singapore",null,null,null,2025-04-12 16:18:48.882104,2025-04-12 16:18:48.882104,VEHICLE
1094,KAMPONG UBI,GEYLANG,CENTRAL REGION,1.3332833,103.8947194,commercial.vehicle,null,Quantum Armour,"Quantum Armour, 33 Ubi Avenue 3, Singapore 408868, Singapore",null,null,null,2025-04-12 16:18:54.090184,2025-04-12 16:18:54.090184,VEHICLE
1095,KAMPONG UBI,GEYLANG,CENTRAL REGION,1.3325313,103.895031,commercial.vehicle,null,Venture Cars,"Venture Cars, 33 Ubi Avenue 3, Singapore 408868, Singapore",null,null,null,2025-04-12 16:18:54.140416,2025-04-12 16:18:54.140416,VEHICLE
1096,KAMPONG UBI,GEYLANG,CENTRAL REGION,1.3336933,103.8941564,commercial.vehicle,null,Meyer Motors,"Meyer Motors, 33 Ubi Avenue 3, Singapore 408868, Singapore",null,null,null,2025-04-12 16:18:54.188401,2025-04-12 16:18:54.188401,VEHICLE
1097,KAMPONG UBI,GEYLANG,CENTRAL REGION,1.333364,103.8918173,commercial.vehicle,null,Cars Online,"Cars Online, 81 Ubi Avenue 4, Singapore 408830, Singapore",null,null,null,2025-04-12 16:18:54.23075,2025-04-12 16:18:54.23075,VEHICLE
1098,KAMPONG UBI,GEYLANG,CENTRAL REGION,1.3342889,103.8952892,commercial.vehicle,null,Racing World,"Racing World, Ubi Avenue 4, Singapore 408538, Singapore",null,null,null,2025-04-12 16:18:54.276278,2025-04-12 16:18:54.276278,VEHICLE
1099,KAMPONG UBI,GEYLANG,CENTRAL REGION,1.3318219,103.901450361263,commercial.vehicle,null,Automobile Megamart,"Automobile Megamart, Eunos Link, Singapore 415928, Singapore",null,null,null,2025-04-12 16:18:54.319288,2025-04-12 16:18:54.319288,VEHICLE
1100,KAMPONG UBI,GEYLANG,CENTRAL REGION,1.33452295,103.898683548856,commercial.vehicle,null,Alpine Motors,"Alpine Motors, 7 Ubi Close, Singapore 408805, Singapore",null,null,null,2025-04-12 16:18:54.369225,2025-04-12 16:18:54.369225,VEHICLE
9054,TAMPINES EAST,TAMPINES,EAST REGION,1.3456137,103.944626699873,commercial.marketplace,null,Round Market & Food Centre,"Round Market & Food Centre, 137 Tampines Street 11, Singapore 521137, Singapore",null,null,null,2025-04-12 16:40:37.081781,2025-04-12 16:40:37.081781,SHOPPING
